2007_SiteID,SITE_ID,VISIT_NO,UID,DATE_COL,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,AREACLS,BORD_LAKE,CAT_UNIQUE,CH0712_CAT,CH0712_USE,CH0712_WGT,CNTYNAME,COMID2007,COMID2012,COMIDS2007,DES_FTYPE,DSGN12,ELEVATION,EPA_REG,EVAL_NAME,EVALSTAT,FEOW_ID,FS_EW,FW_ECO3,FW_ECO9,GNIS_ID,GNIS_NAME,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,MAJ_BASIN,MDCATY,MISS_BASIN,NA_L1CODE,NA_L2CODE,NA_L3CODE,NARS_NAME,NES_LAKE,NESLAKE_ID,NESSTORET,OWN_TYPE,OWNSHP,PANEL,PERIM_KM,RCHCODE,RT_NLA12,SITESAMP,SITETYPE,SIZE_CLASS,ST_DSGN,ST_MDCATY,ST_PANEL,ST_SITEID,ST_STRATUM,ST_WGT_ALL,ST_WGT_CAT,ST_WGT_DSGN,STATE,STATE_NLA,STATE_PCNT,STATECTY,STATUS,STATUS_ST,STRATUM,TNT,TNT_ST,URBAN,US_L3CODE,US_L3CODE_2015,US_L4CODE,US_L4CODE_2015,WGT_ALL,WGT_CAT,WGT_DSGN,XCOORD,YCOORD,ECO_BIO,IM_COMMENT,2012_Chloride,2007_Chloride,chloride_Difference
NLA06608-0454,NLA12_MA-102,1,8494,9/11/2012 0:00,EHIGH,NAP,202.4299208,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,143.5343834,BRISTOL,6126713,6126713,6126713,Lake/Pond: Hydrographic Category = Perennial,Included,30.85,Region_1,Norton Reservoir,TargetSampleable,118,,EHIGH,NAP,612499,Norton Reservoir,1,1090004,MAN_MADE,RESERVOIR,41.98955896,-71.20506636,1,NonREF07,No,8,8.1,8.1.7,Norton Reservoir,,,,Non Federal,Non-Federal,NLA07RVT,12.3699542,1.09E+12,T,Y,PROB,>50,,,,NLA12_MA-102,MA_NLA07RVT,0,,0,MA,MA,100,25005,Target_Sampled,,MA_NLA07RVT,Target,,Yes,59,59,59e,59e,143.5343834,MA_AllSites,2.75,2017023.629,767589.9762,EHIGH,,97.638,80.42,17.218
NLA06608-0459,NLA12_AL-102,1,7228,7/17/2012 0:00,EHIGH,SAP,72.95042027,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,46.61790206,CULLMAN,18587568,18587568,18587568,Lake/Pond: Hydrographic Category = Perennial,Included,247.04,Region_4,George Lake,TargetSampleable,153,,EHIGH,SAP,131985,George Lake,3,3160109,MAN_MADE,RESERVOIR,34.22781586,-86.84344912,3,NonREF07,No,8,8.4,8.4.9,George Lake,,,,Non Federal,Non-Federal,NLA07RVT,11.87230532,3.16E+12,S,Y,PROB,>50,,,,NLA12_AL-102,AL_NLA07RVT,0,,0,AL,AL,100,1043,Target_Sampled,,AL_NLA07RVT,Target,,Yes,68,68,68d,68d,46.61790206,AL_>4,3.666666667,835851.301,-326047.1005,EHIGH,,2.875,3.634,-0.759
NLA06608-0467,NLA12_WI-107,1,1000135,8/8/2012 0:00,PLNLOW,TPL,183.5186635,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,19.6240585,COLUMBIA,6866693,6866693,6866693,Lake/Pond: Hydrographic Category = Perennial,Included,237.25,Region_5,Swan Lake,TargetSampleable,116,,PLNLOW,TPL,1575164,Swan Lake,4,4030201,NATURAL,NATURAL,43.54654689,-89.3528689,4,NonREF07,No,8,8.2,8.2.1,Swan Lake,NESLake,5545,5545,Non Federal,Non-Federal,NLA07RVT,10.43715648,4.03E+12,S,Y,PROB,>50,,NonREF07,NLA07RVT,NLA12_WI-107,WI_NLA07RVT,0,,3,WI,WI,100,55021,Target_Sampled,,WI_NLA07RVT,Target,,Yes,53,53,53c,53c,19.6240585,WI_>4,2.625,534310.7703,695638.2198,PLAINS,,17.9,15.767,2.133
NLA06608-0471,NLA12_SD-106,1,6804,6/26/2012 0:00,PLNLOW,TPL,857.1951295,F:500+,No,NLA07RVT,NLA07_RVT12,Include,5.2107264,DAY,11594331,11594331,11594331,Lake/Pond: Hydrographic Category = Perennial,Included,564.78,Region_8,Enemy Swim Lake,TargetSampleable,143,,PLNLOW,TPL,1265638,Enemy Swim Lake,10,10160010,NATURAL,NATURAL,45.44012115,-97.26227214,10,REF07,Yes,9,9.2,9.2.1,Enemy Swim Lake,NESLake,4611,4611,Tribal Land - US Census,Indian Reservation,NLA07RVT,20.06849226,1.02E+13,S,Y,PROB,>50,,,,NLA12_SD-106,SD_NLA07RVT,0,,0,SD,SD,100,46037,Target_Sampled,,SD_NLA07RVT,Target,,No,46,46,46k,46k,5.2107264,SD_>4,1,-98742.2447,888540.0744,PLAINS,,3.125,3.428,-0.303
NLA06608-0483,NLA12_TX-115,1,9180,10/19/2012 0:00,WMTNS,XER,8859.755683,,No,NLA07RVT,NLA07_RVT12,Include,7.741669458,VAL VERDE,12096871,120052274,12096871,Reservoir: Reservoir Type = Water Storage; Hydrographic Category = Perennial,Included,336.66,Region_6,Amistad Reservoir,Inaccessible-Barrier/Safety,135,,WMTNS,XER,1858775,Amistad Reservoir,13,13040212,MAN_MADE,RESERVOIR,29.52623271,-101.2100249,12_13,NonREF07,No,10,10.2,10.2.10,Amistad Reservoir,NESLake,4801,4801,US NPS,National Recreation Area NPS,NLA07RVT,558.0888832,1.30E+13,,N,PROB,>50,,,,NLA12_TX-115,TX_NLA07RVT,0,,0,TX,TX,100,48465,Target_Inacc,,TX_NLA07RVT,Target_Presumed,,No,24,24,24a,24a,7.741669458,TX_>4,2.666666667,-504784.3993,-876117.4332,WMTNS,,,125.736,-125.736
NLA06608-0488,NLA12_KS-106,1,6796,6/26/2012 0:00,PLNLOW,SPL,13.48185356,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,70.9791242,CHAUTAUQUA,21779512,21779512,21779512,Lake/Pond: Hydrographic Category = Perennial,Included,252.08,Region_7,Bee Creek Lake,TargetSampleable,146,,PLNLOW,SPL,469532,Bee Creek Lake,11,11070106,MAN_MADE,RESERVOIR,37.19334598,-95.98897607,11,NonREF07,Yes,9,9.4,9.4.5,Bee Creek Lake,,,,Non Federal,Non-Federal,NLA07RVT,4.312828207,1.11E+13,S,Y,PROB,"(10,20]",,,,NLA12_KS-106,KS_NLA07RVT,0,,0,KS,KS,100,20019,Target_Sampled,,KS_NLA07RVT,Target,,No,29,29,29a,29a,70.9791242,KS_>4,2.428571429,969.3628,-34364.91047,PLAINS,,4.68,3.588,1.092
NLA06608-0491,NLA12_IN-107,1,7668,7/24/2012 0:00,PLNLOW,UMW,53.13586533,,No,NLA07RVT,NLA07_RVT12,Include,11.61891674,KOSCIUSKO,12265284,12265284,12265284,Lake/Pond: Hydrographic Category = Perennial,Included,261.61,Region_5,Mud Lake,Nontarget-TooShallow,116,,PLNLOW,UMW,,,4,4050001,NATURAL,NATURAL,41.41821602,-85.73701538,4,NonREF07,No,8,8.1,8.1.6,,,,,Non Federal,Non-Federal,NLA07RVT,4.372895172,4.05E+12,,N,PROB,>50,,,,NLA12_IN-107,IN_NLA07RVT,0,,0,IN,IN,100,18085,Lake_Shallow,,IN_NLA07RVT,NonTarget,,Yes,56,56,56a,56a,11.61891674,IN_>4,2.9375,849673.8587,484949.7705,UMW,"TNT, EVALSTAT changed (Target, TargetSampleable). Comments indicated lake was too shallow when visited",,21.951,-21.951
NLA06608-0498,NLA12_CT-104,1,7091,7/11/2012 0:00,EHIGH,NAP,36.73243131,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,107.5077552,WINDHAM,6147915,6147915,6147915,Lake/Pond: Hydrographic Category = Perennial,Included,86.77,Region_1,Roseland Lake,TargetSampleable,118,,EHIGH,NAP,210299,Roseland Lake,1,1100001,NATURAL,NATURAL,41.95084399,-71.9511164,1,NonREF07,No,8,8.1,8.1.7,Roseland Lake,,,,Non Federal,Non-Federal,NLA07RVT,2.872676209,1.10E+12,S,Y,PROB,"(20,50]",,,,NLA12_CT-104,CT_NLA07RVT,0,,0,CT,CT,100,9015,Target_Sampled,,CT_NLA07RVT,Target,,Yes,59,59,59c,59c,107.5077552,CT_>4,3.5,1958739.957,747795.4856,EHIGH,,12.839,12.452,0.387
NLA06608-0501,NLA12_CA-R01,1,7338,7/20/2012 0:00,WMTNS,WMT,99.66084063,D:50-100,No,,,,,MARIN,5330665,5330665,5330665,Lake/Pond: Hydrographic Category = Perennial,Excluded,198.57,Region_9,ALPINE LAKE,TargetSampleable,123,,WMTNS,WMT,218169,Alpine Lake,18,18050005,MAN_MADE,MAN_MADE,37.94905065,-122.6274594,18,,No,7,7.1,7.1.8,Alpine Lake,,,,,Non-Federal,,13.75653829,1.81E+13,S,Y,HAND,,,,,NLA12_CA-R01,,0,,0,CA,CA,100,6041,Target_Sampled,,,Target,,Yes,1,1,1k,1k,,,0,-2287484.295,372907.5508,WMTNS,LAKE_ORIGIN inferred from HYDRO_TYPE and OUTLET_DAMS,7.644,7.921,-0.277
NLA06608-0503,NLA12_SD-114,1,6543,6/12/2012 0:00,PLNLOW,TPL,20.7698058,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,199.6973613,MINNEHAHA,16012574,16012574,16012574,Lake/Pond: Hydrographic Category = Perennial,Included,485.13,Region_8,Rehfeldt Slough,TargetSampleable,143,,PLNLOW,TPL,1257343,Rehfeldt Slough,10,10170102,NATURAL,NATURAL,43.57475963,-97.0587407,10,NonREF07,Yes,9,9.2,9.2.1,Rehfeldt Slough,,,,Non Federal,Non-Federal,NLA07RVT,1.745958758,1.02E+13,T,Y,PROB,"(20,50]",,,,NLA12_SD-114,SD_NLA07RVT,0,,0,SD,SD,100,46099,Target_Sampled,,SD_NLA07RVT,Target,,No,46,46,46k,46k,199.6973613,SD_>4,2.846153846,-85136.4587,680567.3097,PLAINS,,31.754,27.818,3.936
NLA06608-0510,NLA12_ND-102,1,6841,6/27/2012 0:00,PLNLOW,TPL,180.9746113,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,234.2803929,RAMSEY,14296155,14296155,14296155,Lake/Pond: Hydrographic Category = Perennial,Included,443.79,Region_8,Cavanaugh Lake,TargetSampleable,109,,PLNLOW,TPL,1028304,Cavanaugh Lake,9,9020201,NATURAL,NATURAL,48.24815308,-98.89816807,9,NonREF07,No,9,9.2,9.2.1,Cavanaugh Lake,,,,Non Federal,Non-Federal,NLA07RVT,10.83663895,9.02E+12,S,Y,PROB,>50,,,,NLA12_ND-102,ND_NLA07RVT,0,,0,ND,ND,100,38071,Target_Sampled,,ND_NLA07RVT,Target,,No,46,46,46c,46c,234.2803929,ND_>4,2.642857143,-217204.8951,1202040.31,PLAINS,,45.045,44.739,0.306
NLA06608-0514,NLA12_PA-101,1,6537,6/12/2012 0:00,EHIGH,SAP,3347.381141,F:500+,No,NLA07RVT,NLA07_RVT12,Include,19.66947858,HUNTINGDON,4690013,4690013,4690013,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,239.41,Region_3,Raystown Lake,TargetSampleable,158,,EHIGH,SAP,1193175,Raystown Lake,2,2050303,MAN_MADE,RESERVOIR,40.360507,-78.10970726,2,NonREF07,No,8,8.4,8.4.1,Raystown Lake,,,,Non Federal,Army Corps of Engineers DOD,NLA07RVT2,191.6380497,2.05E+12,S,Y,PROB,>50,,,,NLA12_PA-101,PA_NLA07RVT,0,,0,PA,PA,100,42061,Target_Sampled,,PA_NLA07RVT,Target,,No,67,67,67d,67d,19.66947858,PA_>4,2.571428571,1497438.76,461947.5509,EHIGH,,8.38,14.256,-5.876
NLA06608-0526,NLA12_MN-105,1,6798,6/26/2012 0:00,PLNLOW,UMW,24.04895921,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,427.097736,LAKE,7107653,7107653,7107653,Lake/Pond: Hydrographic Category = Perennial,Included,460.42,Region_5,Becoosin Lake,TargetSampleable,109,,PLNLOW,UMW,655316,Becoosin Lake,9,9030001,NATURAL,NATURAL,47.94718951,-91.39257365,9,NonREF07,No,5,5.2,5.2.1,Becoosin Lake,,,,Non Federal,Wilderness FS,NLA07RVT,3.477815022,9.03E+12,R,Y,PROB,"(20,50]",Included,NonREF07,NLA07RVT,NLA12_MN-105,MN_NLA07RVT,116,"MN_Nut8_(20,50]",2,MN,MN,100,27075,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,No,50,50,50n,50n,427.097736,MN_>4,1.80952381,346832.3401,1173960.909,UMW,,0.218,0.261,-0.043
NLA06608-0527,NLA12_GA-R01,1,7461,7/25/2012 0:00,EHIGH,SAP,1.59932694,A:1-4,No,,,,,UPSON,6416834,6416834,6416834,Lake/Pond: Hydrographic Category = Perennial,Excluded,181.98,Region_4,HAMMONDS LAKE,TargetSampleable,155,,EHIGH,SAP,,,3,3130005,MAN_MADE,MAN_MADE,32.85947959,-84.39692999,3,,No,8,8.3,8.3.4,,,,,,Non-Federal,,0.622560844,3.13E+12,S,Y,HAND,,,,,NLA12_GA-R01,,0,,0,GA,GA,100,13293,Target_Sampled,,,Target,,Yes,45,45,45b,45b,,,0,1076800.618,-453355.2304,EHIGH,LAKE_ORIGIN inferred from HYDRO_TYPE and OUTLET_DAMS,2.564,,2.564
NLA06608-0529,NLA12_WA-104,1,8496,9/11/2012 0:00,WMTNS,XER,2575.598798,F:500+,No,NLA07RVT,NLA07_RVT12,Include,6.627173234,GRANT,24411181,24411181,24411181,Lake/Pond: Hydrographic Category = Perennial,Included,320.11,Region_10,Moses Lake,TargetSampleable,120,,WMTNS,XER,1506804,Moses Lake,17,17020015,NATURAL,NATURAL_ENH,47.07694132,-119.324822,17,NonREF07,No,10,10.1,10.1.2,Moses Lake,NESLake,5309,5309,Non Federal,Bureau of Reclamation BOR,NLA07RVT,100.9812025,1.70E+13,T,Y,PROB,>50,,,,NLA12_WA-104,WA_NLA07RVT,0,,0,WA,WA,100,53025,Target_Sampled,,WA_NLA07RVT,Target,,Yes,10,10,10e,10e,6.627173234,WA_>4,2.545454546,-1762282.638,1286776.073,WMTNS,,4.03,4.007,0.023
NLA06608-0530,NLA12_GA-101,1,6293,5/24/2012 0:00,PLNLOW,CPL,9.741400804,B:4-10,No,NLA07RVT,NLA07_RVT12,Include,1148.622872,GLYNN,9900875,9900875,9900875,Lake/Pond: Hydrographic Category = Perennial,Included,0.71,Region_4,Oleander Lake,TargetSampleable,156,,PLNLOW,CPL,,,3,3070203,MAN_MADE,MAN_MADE,31.05990761,-81.41324075,3,NonREF07,No,8,8.5,8.5.3,,,,,Non Federal,Non-Federal,NLA07RVT2,2.077285065,3.07E+12,T,Y,PROB,"(4,10]",,,,NLA12_GA-101,GA_NLA07RVT,0,,0,GA,GA,100,13127,Target_Sampled,,GA_NLA07RVT,Target,,No,75,75,75j,75j,1148.622872,GA_>4,3,1382394.837,-613355.7412,CPL,LAKE_ORIGIN changed (UNCERTAIN) based on HYDRO_TYPE recorded during field visit,18012.742,15814.309,2198.433
NLA06608-0534,NLA12_OR-131,1,1000017,6/21/2012 0:00,WMTNS,WMT,39.04864208,C:10-50,No,NLA12NEW_07RVT,NLA12_RVT07,Include,44.38030524,BENTON,23768979,23768979,23768979,Reservoir: Reservoir Type = Water Storage; Hydrographic Category = Perennial,Included,90.61,Region_10,Clemens Log Pond,TargetSampleable,121,,WMTNS,WMT,,,17,17090003,MAN_MADE,MAN_MADE,44.54893671,-123.3427366,17,"(20,50]",No,7,7.1,7.1.9,,,,,Non Federal,Non-Federal,NLA12ST,3.962036653,,T,Y,PROB,"(20,50]",,,,NLA12_OR-131,OR_NLA12NEW,0,,0,OR,OR,100,41003,Target_Sampled,,OR_NLA12NEW,Target,,Yes,3,3,3c,3c,44.38030524,OR_>4,26.33333333,-2137721.68,1098384.518,WMTNS,,2.416,,2.416
NLA06608-0541,NLA12_VA-103,1,7260,7/18/2012 0:00,EHIGH,SAP,10.11166745,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,71.63758358,FAIRFAX,4507892,4507892,4507892,Lake/Pond: Hydrographic Category = Perennial,Included,97.61,Region_3,Lake Anne,TargetSampleable,158,,EHIGH,SAP,1501943,Lake Anne,2,2070008,MAN_MADE,MAN_MADE,38.96474349,-77.33558453,2,NonREF07,No,8,8.3,8.3.4,Lake Anne,,,,Non Federal,Non-Federal,NLA07RVT,1.956647098,2.07E+12,T,Y,PROB,"(10,20]",,,,NLA12_VA-103,VA_NLA07RVT,0,,0,VA,VA,100,51059,Target_Sampled,,VA_NLA07RVT,Target,,Yes,45,45,45e,45e,71.63758358,VA_>4,1.75,1591937.549,321004.0403,EHIGH,,41.003,61.376,-20.373
NLA06608-0551,NLA12_MN-107,1,6602,6/13/2012 0:00,PLNLOW,UMW,219.651007,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,8.464641162,WRIGHT,4251924,4251924,4251924,Lake/Pond: Hydrographic Category = Perennial,Included,294.56,Region_5,Cokato Lake,TargetSampleable,148,,PLNLOW,UMW,641383,Cokato Lake,7,7010204,NATURAL,NATURAL,45.10841972,-94.16285979,7,NonREF07,Yes,8,8.1,8.1.4,Cokato Lake,NESLake,2719,2719,Non Federal,Non-Federal,NLA07RVT,7.211484629,7.01E+12,T,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_MN-107,MN_NLA07RVT,5,MN_Nut7_>50,2,MN,MN,100,27171,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,Yes,51,51,51i,51i,8.464641162,MN_>4,1.80952381,144420.0646,852393.6067,UMW,,20.804,26.028,-5.224
NLA06608-0560,NLA12_TX-103,1,1000073,7/17/2012 0:00,PLNLOW,SPL,6559.394263,F:500+,No,NLA07RVT,NLA07_RVT12,Include,7.741669458,POTTER,19980072,19980072,19980072,Lake/Pond: Hydrographic Category = Perennial,Included,894.9,Region_6,Lake Meredeth,TargetSampleable,144,,PLNLOW,SPL,,,11,11090105,MAN_MADE,RESERVOIR,35.58232959,-101.7171387,11,NonREF07,Yes,9,9.4,9.4.3,Lake Merideth,NESLake,4823,4823,US NPS,Bureau of Reclamation BOR,NLA07RVT,173.4236661,1.11E+13,S,Y,PROB,>50,,,,NLA12_TX-103,TX_NLA07RVT,0,,0,TX,TX,100,48341,Target_Sampled,,TX_NLA07RVT,Target,,Yes,26,26,26a,26a,7.741669458,TX_>4,2.666666667,-513268.7453,-199369.4927,PLAINS,,1291.575,643.933,647.642
NLA06608-0564,NLA12_NM-104,1,6372,6/1/2012 0:00,WMTNS,XER,40.80006624,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,59.82815493,SANTA FE,17866376,17866376,17866376,Lake/Pond: Hydrographic Category = Perennial; Stage = Normal Pool,Included,1915.69,Region_6,Santa Cruz Reservoir,TargetSampleable,132,,WMTNS,XER,,,13,13020101,MAN_MADE,RESERVOIR,35.97484061,-105.9169632,12_13,REF07,No,10,10.1,10.1.7,,,,,BLM,Public Domain Land BLM,NLA07RVT,4.043800695,1.30E+13,S,Y,PROB,"(20,50]",,,,NLA12_NM-104,NM_NLA07RVT,0,,0,NM,NM,100,35049,Target_Sampled,,NM_NLA07RVT,Target,,Yes,22,22,22h,22h,59.82815493,NM_>4,3,-884660.9186,-124665.8251,WMTNS,,0.665,0.541,0.124
NLA06608-0569,NLA12_AZ-102,1,8648,9/19/2012 0:00,WMTNS,WMT,119.179815,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,7.156067619,YAVAPAI,20451100,20451100,20451100,Lake/Pond: Hydrographic Category = Perennial; Stage = Normal Pool,Included,1567,Region_9,Willow Creek Reservoir,TargetSampleable,131,,WMTNS,WMT,36238,Willow Creek Reservoir,15,15060202,MAN_MADE,RESERVOIR,34.60431345,-112.4386225,15,NonREF07,No,13,13.1,13.1.1,Willow Creek Reservoir,,,,Non Federal,Non-Federal,NLA07RVT,9.13022933,1.51E+13,T,Y,PROB,>50,,,,NLA12_AZ-102,AZ_NLA07RVT,0,,0,AZ,AZ,100,4025,Target_Sampled,,AZ_NLA07RVT,Target,,Yes,23,23,23b,23b,7.156067619,AZ_>4,3,-1488186.587,-195214.5186,WMTNS,,72.971,55.38,17.591
NLA06608-0579,NLA12_ND-114,1,7350,7/23/2012 0:00,PLNLOW,NPL,314.2060639,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,58.97169537,KIDDER,14683488,14683488,14683488,Lake/Pond: Hydrographic Category = Perennial,Included,525.31,Region_8,Alkaline Lake,TargetSampleable,142,,PLNLOW,NPL,1027682,Lake Etta,10,10130103,NATURAL,NATURAL,46.83158041,-99.7647378,10,NonREF07,Yes,9,9.3,9.3.1,Lake Etta,,,,Non Federal,Non-Federal,NLA07RVT,13.24282154,1.01E+13,S,Y,PROB,>50,,,,NLA12_ND-114,ND_NLA07RVT,0,,0,ND,ND,100,38043,Target_Sampled,,ND_NLA07RVT,Target,,No,42,42,42b,42b,58.97169537,ND_>4,2.642857143,-288317.174,1047973.78,PLAINS,,13.345,19.481,-6.136
NLA06608-0585,NLA12_NV-106,1,6481,6/7/2012 0:00,WMTNS,XER,164.1227226,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,4.663642135,CHURCHILL,13071176,13071176,13071176,Lake/Pond: Hydrographic Category = Perennial,Included,1202.02,Region_9,S Line Reservoir,TargetSampleable,126,,WMTNS,XER,858165,S Line Reservoir,16,16050203,MAN_MADE,RESERVOIR,39.48435525,-118.7235713,16,NonREF07,No,10,10.1,10.1.5,S Line Reservoir,,,,Non Federal,Non-Federal,NLA07RVT,15.10576383,1.61E+13,S,Y,PROB,>50,,,,NLA12_NV-106,NV_NLA07RVT,0,,0,NV,NV,100,32001,Target_Sampled,,NV_NLA07RVT,Target,,No,13,13,13j,13j,4.663642135,NV_>4,2.833333333,-1918342.167,452857.0171,WMTNS,,8.272,11.702,-3.43
NLA06608-0588,NLA12_KS-101,1,6656,6/19/2012 0:00,PLNLOW,SPL,10.23476444,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,70.9791242,CLOUD,5925122,5925122,5925122,Lake/Pond: Hydrographic Category = Perennial,Included,415.33,Region_7,Unnamed,TargetSampleable,143,,PLNLOW,SPL,,,10,10250017,MAN_MADE,MAN_MADE,39.33209745,-97.37485967,10,NonREF07,Yes,9,9.4,9.4.2,,,,,Non Federal,Non-Federal,NLA07RVT2,1.506682015,1.03E+13,T,Y,PROB,"(10,20]",,,,NLA12_KS-101,KS_NLA07RVT,0,,0,KS,KS,100,20029,Target_Sampled,,KS_NLA07RVT,Target,,No,27,27,27a,27a,70.9791242,KS_>4,2.428571429,-117422.9609,206194.3054,PLAINS,,4.238,3.441,0.797
NLA06608-0591,NLA12_GA-104,1,7453,7/25/2012 0:00,EHIGH,SAP,3511.416103,F:500+,No,NLA07RVT,NLA07_RVT12,Include,6.518021597,CHEROKEE,6495140,6495140,6495140,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,256.03,Region_4,Allatoona Lake,TargetSampleable,153,,EHIGH,SAP,310443,Allatoona Lake,3,3150104,MAN_MADE,RESERVOIR,34.13780782,-84.64845153,3,REF07,No,8,8.3,8.3.4,Allatoona Lake,NESLake,1301,1301,Non Federal,Army Corps of Engineers DOD,NLA07RVT,254.5063158,3.15E+12,T,Y,PROB,>50,,,,NLA12_GA-104,GA_NLA07RVT,0,,0,GA,GA,100,13057,Target_Sampled,,GA_NLA07RVT,Target,,Yes,45,45,45a,45a,6.518021597,GA_>4,2,1036558.421,-314426.0422,EHIGH,,3.908,4.232,-0.324
NLA06608-0593,NLA12_WA-109,1,7915,8/14/2012 0:00,WMTNS,WMT,10.31471722,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,92.29875177,WHATCOM,24536618,24536618,24536618,Lake/Pond: Hydrographic Category = Perennial,Included,104.79,Region_10,Lake Louise,TargetSampleable,103,,WMTNS,WMT,,,17,17110002,MAN_MADE,MAN_MADE,48.70871678,-122.3273101,17,NonREF07,No,7,7.1,7.1.7,,,,,Non Federal,Non-Federal,NLA07RVT,1.329268432,1.71E+13,S,Y,PROB,"(10,20]",,,,NLA12_WA-109,WA_NLA07RVT,0,,0,WA,WA,100,53073,Target_Sampled,,WA_NLA07RVT,Target,,Yes,2,2,2e,2e,92.29875177,WA_>4,2.545454546,-1934410.581,1519097.369,WMTNS,,4.427,4.134,0.293
NLA06608-0608,NLA12_MO-107,1,6517,6/7/2012 0:00,PLNLOW,CPL,30.83716089,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,135.1590323,MISSISSIPPI,7468786,7468786,7468786,Lake/Pond: Hydrographic Category = Perennial,Included,86.5,Region_7,Unnamed,TargetSampleable,149,,PLNLOW,CPL,,,8,8010100,NATURAL,NATURAL,36.59005203,-89.26963116,8,NonREF07,Yes,8,8.5,8.5.2,,,,,Non Federal,Non-Federal,NLA07RVT,5.081840461,8.01E+12,S,Y,PROB,"(20,50]",,,,NLA12_MO-107,MO_NLA07RVT,0,,0,MO,MO,100,29133,Target_Sampled,,MO_NLA07RVT,Target,,Yes,73,73,73a,73a,135.1590323,MO_>4,2.714285714,596107.33,-80842.4246,CPL,,24.109,29.695,-5.586
NLA06608-0610,NLA12_MA-104,1,8497,9/12/2012 0:00,EHIGH,NAP,66.35108379,D:50-100,Yes,NLA07RVT,NLA07_RVT12,Include,95.76205351,MIDDLESEX,6743322,6743322,6743322,Lake/Pond: Hydrographic Category = Perennial,Included,45.85,Region_1,Long Pond,TargetSampleable,118,,EHIGH,NAP,868138,Long Pond,1,1070006,NATURAL,NATURAL,42.69394175,-71.37031557,1,NonREF07,No,8,8.1,8.1.7,Long Pond,,,,Non Federal,Non-Federal,NLA07RVT,5.209021211,1.07E+12,T,Y,PROB,>50,,,,NLA12_MA-104,MA_NLA07RVT,0,,0,MA,MA:NH,82,33011,Target_Sampled,,MA_NLA07RVT,Target,,Yes,59,59,59h,59h,95.76205351,MA_AllSites,2.75,1983699.819,840223.8779,EHIGH,,67.572,64.877,2.695
NLA06608-0611,NLA12_WI-101,1,1000023,6/26/2012 0:00,PLNLOW,TPL,1293.360842,F:500+,No,NLA07RVT,NLA07_RVT12,Include,19.6240585,DANE,13296360,13296360,13296360,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,258.46,Region_5,Lake Kegonsa,TargetSampleable,148,,PLNLOW,TPL,1793496,Lake Kegonsa 410,7,7090001,NATURAL,NATURAL_ENH,42.96455549,-89.25380131,7,NonREF07,Yes,8,8.2,8.2.1,Lake Kegonsa 410,NESLake,5520,5520,Non Federal,Non-Federal,NLA07RVT2,15.59782541,7.09E+12,T,Y,PROB,>50,,NonREF07,NLA07RVT2,NLA12_WI-101,WI_NLA07RVT,0,,3,WI,WI,100,55025,Target_Sampled,,WI_NLA07RVT,Target,,Yes,53,53,53c,53c,19.6240585,WI_>4,2.625,546870.2236,631375.2214,PLAINS,,63.1,50.84,12.26
NLA06608-0614,NLA12_OR-110,1,6667,6/18/2012 0:00,WMTNS,WMT,52.66160395,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,14.60346988,DOUGLAS,23898212,23898212,23898212,Lake/Pond: Hydrographic Category = Perennial,Included,207.02,Region_10,Cooper Creek Reservoir,TargetSampleable,123,,WMTNS,WMT,,,17,17100301,MAN_MADE,RESERVOIR,43.37681333,-123.2640104,17,NonREF07,No,6,6.2,6.2.11,,,,,Non Federal,Non-Federal,NLA07RVT,7.412997775,CID=919280004,S,Y,PROB,>50,,,,NLA12_OR-110,OR_NLA07RVT,0,,0,OR,OR,100,41019,Target_Sampled,,OR_NLA07RVT,Target,,Yes,78,78,78c,78c,14.60346988,OR_>4,2.166666667,-2168725.869,971241.1495,WMTNS,,35.207,40.213,-5.006
